_id,Yil,Ilce,ilce_kodu,Erkek ve 0-4,Erkek ve 5-9,Erkek ve 10-14,Erkek ve 15-19,Erkek ve 20-24,Erkek ve 25-29,Erkek ve 30-34,Erkek ve 35-39,Erkek ve 40-44,Erkek ve 45-49,Erkek ve 50-54,Erkek ve 55-59,Erkek ve 60-64,Erkek ve 65-69,Erkek ve 70-74,Erkek ve 75-79,Erkek ve 80-84,Erkek ve 85-89,Erkek ve 90+,Kadin ve 0-4,Kadin ve 5-9,Kadin ve 10-14,Kadin ve 15-19,Kadin ve 20-24,Kadin ve 25-29,Kadin ve 30-34,Kadin ve 35-39,Kadin ve 40-44,Kadin ve 45-49,Kadin ve 50-54,Kadin ve 55-59,Kadin ve 60-64,Kadin ve 65-69,Kadin ve 70-74,Kadin ve 75-79,Kadin ve 80-84,Kadin ve 85-89,Kadin ve 90+
432,2018,Beşiktaş,1183,3844,3803,4159,4323,6382,6517,7383,7705,7187,6374,5375,4811,4188,3435,2775,1953,1347,860,389,3617,3701,3970,4205,6322,7492,8361,9560,8671,7718,6646,6006,5400,4412,3953,3190,2343,1719,978
433,2018,Beykoz,1185,7885,7953,8311,9097,9755,9410,9635,10645,9776,9354,8302,7208,5677,3813,2268,1534,851,496,139,7737,7483,7803,9021,10188,9075,9832,11003,10217,9500,8196,7235,5654,3985,2828,2058,1399,960,417
434,2018,Beylikdüzü,2051,13279,13338,12735,11405,10411,11497,13663,15599,14584,12167,9718,7814,5926,4304,2745,1412,808,363,108,12574,12682,12291,10828,11242,13299,15810,17331,14943,12310,9726,8131,6443,4717,3133,1932,1213,727,317
435,2018,Beyoğlu,1186,7596,7171,7286,8416,9910,10749,11208,11110,9685,9002,7833,6500,4765,2935,1824,1131,672,360,120,7249,6833,6916,7936,9254,9481,9758,10194,9052,8436,7146,5999,4494,3167,2229,1782,1179,798,350
436,2018,Büyükçekmece,1782,9342,9334,9395,9105,8595,8667,9687,11050,10445,9092,7645,6570,4987,3687,2388,1479,802,376,109,8868,8804,8919,8418,8656,9232,10624,11665,10637,9116,7654,6418,5236,4047,2803,1847,1077,680,280
437,2018,Çatalca,1237,2221,2171,2430,2394,2676,2833,2980,3154,2903,2754,2627,2441,2144,1573,1079,636,405,183,71,2091,2100,2129,2129,2304,2472,2722,2861,2607,2562,2543,2343,2006,1517,1120,794,558,314,119
438,2018,Çekmeköy,2052,11292,10918,10090,9589,9515,9922,11642,12967,11042,9031,6961,5066,3493,2153,1307,721,381,211,35,10839,10218,9531,8830,9540,11126,12397,12885,10715,8445,6371,4925,3575,2411,1558,1040,613,410,172
439,2018,Esenler,2016,19310,18529,18557,19760,19527,20451,20297,20626,18028,16286,12908,9233,6068,3601,2052,1208,604,323,72,18192,17477,17866,18527,19612,19039,18662,19165,16951,14814,11331,8556,6088,4301,2755,1779,1112,643,251
440,2018,Esenyurt,2053,48144,42508,37569,35721,34997,43142,48407,46933,35056,27101,20125,15014,9787,5771,3368,1580,780,433,116,45634,40018,35069,32150,37192,44390,45088,41575,30896,24812,18307,14012,9923,6466,3963,2393,1434,897,349
441,2018,Eyüpsultan,1325,14504,13741,13615,13811,14428,15247,17111,18429,16689,14959,12175,9545,7031,4768,2819,1603,896,451,129,13755,13021,12692,12948,14243,15983,17377,18500,16488,14593,11566,9444,7301,5145,3537,2389,1565,1019,392
442,2018,Fatih,1327,12600,12442,12819,14704,19632,20749,20015,20170,17922,16349,13953,12058,9776,7140,4615,2993,1813,1063,305,12014,11828,12214,14329,19596,17636,17322,17730,16639,15372,13502,11921,9936,7868,6141,4696,3433,2231,1013
443,2018,Gaziosmanpaşa,1336,20006,18971,19043,19385,18167,19604,21141,22884,20042,17714,14599,11786,8698,5687,3192,1901,1002,530,122,19033,17696,18205,18199,19166,19633,21006,22054,19285,16919,14030,11599,9045,6302,4230,2710,1867,1106,487
444,2018,Güngören,2010,10602,9761,9625,11455,13481,12331,12549,12926,11302,10483,9019,7671,5729,3759,2426,1446,808,456,107,10132,9420,9423,9694,11114,11830,12090,12541,11469,10551,9125,7635,5990,4482,3156,2132,1409,850,352
445,2018,Kadıköy,1421,9221,9317,9593,9549,12197,14847,17234,18965,17312,15553,13627,13161,12527,10832,9096,6238,4112,2525,1163,8763,8831,9103,9792,13146,16314,19395,21781,20592,18955,17915,17512,16775,14605,13041,9618,7310,5077,3044
446,2018,Kağıthane,1810,15887,14888,14946,15838,18489,21113,21254,21012,18492,17266,14343,10510,6732,3967,2250,1473,913,611,105,15355,14166,14322,15415,18686,20287,20078,20359,18408,16717,13290,9713,6797,4565,3271,2517,1588,994,409
447,2018,Kartal,1449,16021,15250,15612,15622,16006,18198,20055,21540,19502,17626,14921,12359,9567,6482,4259,2609,1385,787,233,15333,14367,14502,14806,15809,18656,20864,22138,20135,18104,15159,12660,9965,7456,5144,3603,2268,1482,670
448,2018,Küçükçekmece,1823,31553,29746,29423,29528,29148,31996,35000,36551,32624,28881,22503,17415,12178,8191,5005,2849,1547,820,196,29934,28054,27659,27967,30706,33029,35107,36980,32367,27522,21380,16920,12653,9434,6446,4168,2699,1584,554
449,2018,Maltepe,2012,15876,14742,14284,16513,20533,21572,22938,23791,20889,18492,15485,13358,10401,7576,5227,3136,1839,1075,296,15059,14049,13198,14228,16626,20134,22287,23592,21492,19297,16280,14226,11960,9031,6668,4675,3094,2095,1020
450,2018,Pendik,1835,29776,28468,27851,25717,24899,28695,32573,34949,30090,25167,19854,15359,10920,7049,4135,2582,1266,786,166,28198,27140,25883,23813,25004,29848,32576,34156,28079,23476,18519,14703,11154,7643,5362,3575,2203,1351,614
451,2018,Sancaktepe,2054,21905,19683,17747,16305,15402,18803,21000,21063,16929,13607,10110,7321,4632,2575,1492,871,445,246,58,20163,18504,16519,15692,17337,19856,20345,19528,15532,12203,9093,6711,4524,3048,2030,1287,782,575,220
452,2018,Sarıyer,1604,9765,10170,10367,13473,16126,12741,13409,15161,14558,13423,11539,9008,6893,5041,3532,2060,1127,683,228,9231,9656,9987,12204,14660,12621,14338,16383,15459,14083,11643,9441,7516,5685,4059,2802,1757,1114,560
453,2018,Şile,1659,939,912,917,1256,1558,1316,1182,1303,1183,1229,1367,1346,1264,1040,836,606,334,174,43,893,878,855,1087,1324,1078,1102,1176,1098,1225,1197,1280,1273,1090,811,638,392,224,90
454,2018,Silivri,1622,6212,5991,5666,6114,9779,11071,11215,10805,9167,7492,6054,5193,4008,2931,1927,1236,743,317,93,6002,5900,5390,5116,5594,6395,6786,6994,6225,5678,5008,4457,3873,2923,2191,1409,875,572,219
455,2018,Şişli,1663,7066,6589,6968,7636,11054,13163,13768,12875,11330,10198,8627,7198,5884,4152,2800,1805,1292,761,334,6487,6167,6536,7008,10559,13294,13379,13504,12050,10834,9284,7803,6555,5148,4047,3064,2284,1713,1073
456,2018,Sultanbeyli,2014,17840,16872,16073,15226,13471,15301,15166,14881,11613,9874,7525,5853,3742,1945,1107,665,333,225,51,16995,15692,14926,14273,14523,15030,14297,13636,10343,8775,6904,5226,3543,2186,1452,1029,584,411,210
457,2018,Sultangazi,2055,25889,24631,23990,23251,20395,22643,24064,25007,21330,17910,13370,9523,6263,4022,2238,1131,570,335,67,24366,23306,22799,21803,21774,22799,23139,23476,19693,15715,11515,8843,6667,4568,2886,1803,1056,639,289
458,2018,Tuzla,2015,10943,10371,9856,10265,11579,10972,12102,12819,11100,9134,6965,5350,3614,2401,1399,797,412,207,74,10432,9772,9210,9025,9761,11298,12251,12612,10398,8456,6513,4859,3757,2518,1737,1128,678,458,245
459,2018,Ümraniye,1852,28486,27182,25976,24984,24353,27978,31853,34794,30755,25971,20459,15976,11078,7158,4194,2274,1146,718,143,26802,25953,24342,23954,25672,29529,33033,34792,29669,24879,19190,15414,11515,7520,5126,3342,2046,1361,576
460,2018,Üsküdar,1708,15591,15714,16521,17479,21714,21724,21577,22492,20868,19789,16794,14667,11652,8341,5628,3522,2076,1285,397,14600,14693,15475,17317,21068,21949,22066,24182,23207,21292,18038,15546,12746,9658,7041,5176,3582,2470,1208
461,2018,Zeytinburnu,1739,11159,10350,10257,11100,12115,12821,12223,12316,11247,10426,8517,6963,5190,3310,1865,1071,652,361,109,10420,10100,9834,11407,15283,12079,11635,11912,10628,9788,8078,6703,5173,3681,2385,1585,1093,728,371
462,2019,Adalar,1103,299,307,271,718,662,532,501,594,585,562,515,548,581,476,367,264,154,80,30,277,289,259,302,320,384,509,488,509,541,552,578,626,463,418,279,192,141,65
463,2019,Arnavutköy,2048,15255,14387,13545,11880,11694,12773,13377,13162,10301,8620,6307,5379,3767,2303,1396,773,400,248,52,14458,13231,12339,11169,11723,12943,12198,11785,8903,7587,5518,5017,3602,2472,1637,1083,645,391,168
464,2019,Ataşehir,2049,13697,14501,14370,14507,15525,16571,17567,19297,18480,16752,13605,11163,8349,5805,3976,2246,1181,695,182,13104,13910,13825,14134,16798,17254,18788,20475,19360,17577,13423,11196,8721,6449,4823,3013,1864,1267,644
465,2019,Avcılar,2003,16820,17244,16006,15967,17495,19243,20599,21473,19182,16510,12740,11156,8363,5666,3603,1875,980,497,111,15801,16110,15355,14898,17630,18764,20011,20976,18259,16083,12799,11627,8736,6359,4429,2611,1622,901,381
466,2019,Bağcılar,2004,31647,32276,32156,31629,31550,31772,32517,34545,30553,27974,20780,16283,10652,6494,4019,2144,1005,542,138,30227,30326,30650,29922,31207,30999,31874,33293,28771,26331,18152,15200,10478,7532,5174,3047,1746,1040,480
467,2019,Bahçelievler,2005,21664,21408,20746,21509,25585,29390,28677,28417,25320,22997,18390,15444,11684,7727,4904,2934,1528,903,223,20595,20162,19785,20011,23456,26179,26585,27419,24745,22946,18069,15843,11949,8691,6442,3994,2586,1486,666
468,2019,Bakırköy,1166,5279,6455,6679,6122,7388,7168,7815,9151,9048,8233,7231,6778,6141,4851,3881,2406,1464,932,326,5054,5976,6379,5555,6544,7972,9667,11278,10697,9722,8459,8118,7115,5931,4779,3445,2617,1678,905
469,2019,Başakşehir,2050,20950,22623,22188,20670,18007,17039,18148,20471,19579,17330,12602,9226,5954,3470,2060,1065,548,274,73,20051,21461,20777,18647,17625,18889,20639,21904,19227,15338,10442,8133,5459,3664,2558,1508,894,505,261
470,2019,Bayrampaşa,1886,8928,9261,9588,9710,10695,11531,11445,12398,11831,10860,9106,7678,5895,4082,2443,1482,873,453,117,8482,8887,9156,8934,10165,10678,11353,12236,11773,10442,8834,7540,5818,4328,3129,2113,1370,826,295
471,2019,Beşiktaş,1183,3754,3851,4188,4615,6500,6503,7325,7698,7420,6454,5479,4861,4265,3460,2867,2060,1399,870,414,3517,3800,3947,4231,6063,7270,8304,9410,8835,7912,6714,6053,5597,4536,4015,3261,2461,1716,1024
472,2019,Beykoz,1185,7555,7882,8236,8928,9961,9462,9495,10418,9859,9753,8272,7529,6043,4083,2507,1600,885,527,134,7376,7448,7677,8869,10066,8970,9588,10780,10310,9806,8220,7712,5954,4250,3057,2151,1478,982,437
473,2019,Beylikdüzü,2051,13646,14156,13821,12072,11179,12089,14104,16140,15550,13517,10154,8549,6514,4651,3147,1601,855,427,126,12909,13785,12969,11565,11580,13683,16494,18048,16304,13237,10377,8879,7025,5073,3623,2086,1369,756,352
474,2019,Beyoğlu,1186,7334,7179,7257,8262,10095,11229,11317,11174,9861,9193,7977,6766,5140,3152,2046,1201,650,418,117,6847,6907,6830,7663,9097,9613,9697,10010,9192,8703,7312,6292,4758,3355,2471,1761,1230,842,375
475,2019,Büyükçekmece,1782,9038,9554,9536,9082,9122,8915,9682,11052,10738,9558,7881,6865,5343,3909,2659,1577,829,427,119,8628,8981,9127,8577,8854,9214,10599,11727,10929,9756,7842,6918,5515,4294,3054,2001,1134,744,323
476,2019,Çatalca,1237,2151,2319,2356,2386,2623,2818,2874,3158,3015,2776,2621,2541,2264,1635,1182,609,443,187,79,2109,2059,2123,2117,2223,2499,2715,2867,2613,2587,2567,2454,2121,1591,1197,806,567,321,145
477,2019,Çekmeköy,2052,11398,11234,10614,9630,10328,10548,11890,13240,11646,9865,7217,5742,3920,2344,1501,843,389,223,40,10986,10545,9956,8869,10287,11551,12699,13270,11447,9284,6698,5531,3864,2649,1832,1144,664,427,193
478,2019,Esenler,2016,18618,18472,18590,19347,20599,20937,20364,20457,18276,17057,13108,10148,6490,3910,2308,1310,631,350,67,17596,17583,17746,18123,19632,19235,18650,18912,17127,15792,11434,9395,6400,4539,3117,1895,1200,660,269
479,2019,Esenyurt,2053,48559,45041,39862,37271,39449,47457,51742,49977,38464,31010,21628,17014,11182,6642,3834,1855,870,476,123,46081,42204,37658,33149,38968,46495,47210,44116,33859,28382,19409,16176,10909,7274,4645,2696,1567,931,394
480,2019,Eyüpsultan,1325,14776,14286,14011,13995,15479,16230,17707,18794,17338,15837,12590,10300,7628,5148,3108,1763,927,490,138,13939,13403,13208,13144,14715,16865,17930,19000,17056,15562,11980,10329,7753,5528,3993,2462,1627,1028,446
481,2019,Fatih,1327,11998,12357,12641,14515,20545,22113,20666,20435,18337,16696,14066,12250,10128,7268,5014,3080,1814,1118,315,11323,11795,11968,14267,19506,18043,17537,17827,17055,15890,13812,12327,10286,8095,6505,4747,3476,2195,1080
482,2019,Gaziosmanpaşa,1336,19201,19036,18957,18949,19231,19954,20741,22481,20430,18547,14749,12520,9157,6109,3611,2048,995,600,139,18202,17881,17986,18050,19141,19744,20540,21545,19689,17927,14137,12434,9414,6783,4624,2882,1902,1137,489
483,2019,Güngören,2010,9981,9920,9358,11075,14001,12545,12331,12708,11344,10757,8987,7914,6050,3889,2637,1513,821,474,118,9629,9464,9275,9472,10967,11619,11734,12282,11428,10879,8988,8140,6114,4665,3462,2212,1462,857,369
484,2019,Kadıköy,1421,9620,9802,9892,9904,12613,16399,18992,20146,18541,16347,14284,13499,12706,11249,9578,6739,4277,2645,1232,9120,9194,9401,10233,13490,17812,21055,22715,21810,20332,18322,18193,17384,15267,13812,10234,7469,5228,3177
485,2019,Kağıthane,1810,15299,15113,14862,15574,19632,22514,21688,21211,18889,18066,14550,11627,7501,4303,2553,1597,924,660,124,14943,14279,14223,14991,18980,20727,20327,20238,18796,17767,13626,10831,7287,4928,3585,2714,1668,964,464
486,2019,Kartal,1449,15632,15461,15730,15654,16232,18618,20114,21514,19942,18364,15218,13104,10194,6890,4697,2895,1473,847,259,15036,14795,14755,14354,15857,18715,20795,22223,20375,19250,15258,13651,10609,7839,5810,3840,2435,1500,741
487,2019,Küçükçekmece,1823,31209,30501,29802,29706,31218,33920,35501,36978,33343,30622,23118,18741,13124,8692,5539,3107,1622,882,200,29484,29006,28050,28047,31043,33801,35354,36957,33291,29624,21987,18350,13384,9901,7220,4413,2804,1637,643
488,2019,Maltepe,2012,15509,15127,14557,16447,21253,22706,24010,24038,21546,19613,15956,13886,11224,8118,5759,3394,1892,1165,319,14788,14290,13567,14445,17014,20542,22810,23631,22362,20457,16756,15149,12477,9718,7365,4897,3267,2133,1129
489,2019,Pendik,1835,29164,29015,28496,25881,26185,29581,32376,34806,31063,26880,20327,16819,11887,7511,4726,2789,1390,802,193,27621,27697,26422,23931,25140,30327,32630,34345,29175,25389,18810,16226,11787,8316,5982,3805,2374,1382,644
490,2019,Sancaktepe,2054,22194,20593,18645,16738,16318,19381,21903,21968,17787,15287,10443,8514,5212,2903,1726,982,480,282,64,20554,19365,17579,16193,17970,20768,21192,20341,16496,13870,9367,7775,4987,3373,2371,1431,852,574,255
491,2019,Sarıyer,1604,9427,10154,10415,13400,16468,12858,13338,15074,14742,13727,11778,9595,7315,5322,3842,2287,1185,740,247,8886,9725,10041,11995,14700,12552,14031,16048,15819,14647,11894,9986,7891,6052,4484,2964,1868,1116,601
492,2019,Şile,1659,945,925,937,1357,1749,1429,1240,1322,1266,1220,1395,1408,1341,1081,855,623,341,185,41,910,851,895,1062,1306,1100,1140,1143,1170,1242,1237,1298,1306,1110,880,644,400,236,102
493,2019,Silivri,1622,6272,6207,5921,6029,9621,11525,11600,11066,9445,8081,6242,5521,4267,3151,2149,1306,805,335,100,5985,6009,5601,5078,5596,6561,6909,7181,6396,6038,5088,4759,4101,3091,2382,1504,909,598,251
494,2019,Şişli,1663,6653,6706,6918,7572,11369,13995,13925,13304,11700,10546,8796,7469,6193,4319,3014,1871,1246,814,329,6167,6284,6526,7053,10556,13363,13573,13514,12534,11258,9511,8156,6658,5314,4376,3149,2298,1705,1083
495,2019,Sultanbeyli,2014,17481,17044,16492,15179,14378,15691,15142,15236,11925,10756,7569,6543,4155,2188,1278,718,378,221,62,16690,15924,15228,14065,14425,15315,14626,13824,10859,9543,6844,5979,3823,2379,1668,1118,650,400,225
496,2019,Sultangazi,2055,25259,25119,24313,23083,21747,22831,24068,24952,21775,19194,13761,10528,6731,4386,2531,1317,560,379,79,23792,23884,23050,21629,22244,22757,23097,23468,20203,17259,11630,9768,6959,4892,3307,1928,1115,647,323
497,2019,Tuzla,2015,11149,10726,10405,10288,12734,11337,12573,13262,11621,9842,7292,5730,3976,2587,1603,870,441,238,84,10603,10169,9687,9005,10054,11688,12665,12998,11039,9313,6667,5450,3950,2743,1956,1216,727,456,256
498,2019,Ümraniye,1852,27704,27658,26599,25165,25749,29432,32158,34956,31600,27766,21108,17253,12139,7759,4783,2538,1250,748,168,26071,26231,24917,23822,26054,30150,32788,35043,30885,26965,19755,16927,12250,8267,5828,3640,2169,1340,645
499,2019,Üsküdar,1708,14827,15652,16430,17368,21532,22260,21171,21847,20912,20087,16915,15080,12185,8755,6182,3810,2183,1359,433,14065,14521,15415,16912,21235,21821,21788,23543,23299,21995,18008,16302,13219,10195,7651,5399,3680,2519,1270
500,2019,Zeytinburnu,1739,10844,10689,10491,11140,13779,14009,12793,12400,11401,10972,8589,7458,5433,3565,2081,1123,673,398,111,10129,10310,10040,11698,15353,12302,11591,11833,10957,10235,8192,7176,5399,3901,2613,1658,1131,728,379
501,2020,Adalar,1103,280,323,282,545,738,549,562,605,633,596,579,593,610,508,394,287,165,77,32,287,303,260,305,349,412,535,543,548,592,590,620,635,537,435,324,194,133,73
502,2020,Arnavutköy,2048,15519,15165,13920,12637,12373,13339,13960,13464,11434,9010,6326,5928,3880,2578,1594,817,437,238,49,14566,14195,12836,11912,12354,13466,12888,12165,9929,8072,5432,5543,3730,2770,1812,1125,695,374,177
503,2020,Ataşehir,2049,12819,14393,14512,14069,15047,16616,17238,18611,18793,16806,13463,11802,8536,6173,4294,2449,1228,634,214,12389,13692,13809,13476,15895,17093,18133,19834,19646,17787,13163,11959,8854,6875,5204,3206,1967,1208,707
504,2020,Avcılar,2003,15610,16994,15952,15483,16582,18222,19130,20183,19403,16332,12420,11360,8299,6020,3763,2042,1012,493,128,14670,16053,15190,14128,16422,17780,18877,19831,18706,15768,12289,11843,8708,6777,4706,2733,1706,877,405
505,2020,Bağcılar,2004,29520,31704,31761,31303,31676,31189,31443,33015,31393,27967,20165,17432,10714,6959,4207,2367,1044,469,147,28162,29972,30159,29559,31156,30447,30725,31922,29949,26314,17489,16380,10390,8054,5597,3128,1895,932,501
506,2020,Bahçelievler,2005,20062,21022,20385,20779,23846,27543,26553,26330,25356,22402,17815,15815,11540,8066,5166,3032,1596,794,239,19148,19758,19315,19594,22685,24814,25119,25727,24971,22488,17419,16178,11878,9290,6763,4084,2695,1392,712
507,2020,Bakırköy,1166,5052,6392,6707,6157,7116,6739,7436,8647,9199,8209,7156,6726,6012,5004,3929,2504,1535,881,340,4755,5966,6301,5629,6284,7557,9228,10868,10937,9566,8377,8000,7052,6169,4871,3627,2658,1696,947
508,2020,Başakşehir,2050,20392,22899,22593,20618,19234,17269,18090,20017,20463,17728,12766,10131,6160,3908,2239,1156,588,271,67,19347,21740,21274,19271,18351,18789,20474,22152,20492,16091,10716,8771,5756,4040,2708,1643,945,497,278
509,2020,Bayrampaşa,1886,8293,8985,9325,9555,10412,11430,10924,11594,11876,10784,8933,7765,5956,4340,2573,1468,890,430,131,8052,8634,8932,8902,9912,10440,10807,11678,11699,10504,8517,7800,5813,4629,3310,2124,1437,774,322
510,2020,Beşiktaş,1183,3381,3752,4023,3973,5598,6270,6938,7265,7436,6433,5383,4789,4256,3463,2944,2095,1434,871,411,3259,3799,3848,3697,5282,6815,7910,8881,9047,7727,6747,5952,5501,4619,4090,3376,2503,1677,1068
511,2020,Beykoz,1185,7116,7805,8137,8514,9828,9481,9274,10061,10116,9657,8175,7685,6191,4405,2714,1673,954,493,146,6861,7538,7539,8176,9491,8838,9257,10414,10507,9809,8176,7847,6107,4660,3295,2174,1553,958,485
512,2020,Beylikdüzü,2051,13455,14789,14419,12690,11823,12355,14588,16048,16368,14019,10498,9122,6802,5003,3344,1826,924,401,141,12714,14176,13568,12308,12121,13970,16706,18122,17425,13851,10710,9483,7231,5668,4011,2263,1491,762,377
513,2020,Beyoğlu,1186,6743,7008,7018,7729,9634,10721,10489,10655,9900,9016,7804,6961,5213,3359,2100,1217,695,389,120,6318,6699,6623,7142,8662,9077,9159,9428,9258,8430,7132,6519,4775,3587,2574,1795,1267,788,392
514,2020,Büyükçekmece,1782,8543,9837,9631,9420,9195,8813,9567,10684,11230,9808,7878,7170,5459,4231,2855,1683,903,431,123,8218,9204,9225,8666,8833,9187,10274,11588,11515,9991,7812,7410,5569,4671,3338,2121,1247,703,329
515,2020,Çatalca,1237,2170,2408,2303,2420,2622,2814,2793,3112,3062,2828,2592,2598,2318,1743,1293,661,445,190,75,2089,2164,2146,2233,2369,2502,2691,2811,2767,2595,2442,2597,2180,1730,1293,862,580,327,150
516,2020,Çekmeköy,2052,11497,11653,10952,9616,9803,10899,12399,13332,12555,10356,7393,6270,4192,2635,1679,939,416,208,48,10887,11169,10302,9051,9910,11986,13118,13500,12386,9833,6813,6185,4058,3026,2045,1220,717,405,205
517,2020,Esenler,2016,17518,18212,18188,19030,21060,20723,19660,19733,18793,17050,12678,10978,6595,4215,2445,1375,618,329,77,16525,17242,17410,17860,19488,18944,18120,17986,17668,15890,11100,10030,6468,4858,3346,1952,1220,596,296
518,2020,Esenyurt,2053,46412,45691,40273,36851,39827,45972,50120,48430,40903,31462,21189,18514,11361,7144,4177,2024,914,452,127,44374,42805,38023,33659,39562,45671,46389,43290,36186,28814,19199,17458,11111,8034,5159,2810,1720,846,445
519,2020,Eyüpsultan,1325,14425,14617,14107,13933,15540,16679,17742,18459,18127,16086,12577,10836,7798,5423,3474,1838,965,465,127,13595,13619,13356,12986,14782,16820,18110,18836,17980,15898,12020,10800,7796,6055,4299,2527,1718,959,471
520,2020,Fatih,1327,10449,11596,11468,12508,16677,18480,17203,16921,16370,14879,12819,11750,9512,7203,5091,3031,1835,1012,345,9946,10857,11040,11794,16975,15514,15095,15124,15839,14677,12695,11899,9782,8240,6587,4679,3505,2108,1089
521,2020,Gaziosmanpaşa,1336,17833,18868,18579,19023,19128,19575,19923,21492,20965,18618,14478,12866,9233,6476,3907,2093,1037,549,140,17195,17896,17606,17971,19240,19399,19729,20764,20267,18008,13830,12794,9548,7317,4935,2971,1971,1047,507
522,2020,Güngören,2010,9097,9747,9080,10238,13700,12002,11539,11771,11407,10548,8585,7942,6015,4122,2714,1559,837,424,119,8759,9197,8964,9174,10584,11154,10989,11554,11494,10581,8491,8270,6105,4940,3566,2302,1485,843,401
523,2020,Kadıköy,1421,9441,9755,9876,9636,11958,16143,18910,19914,19015,16699,14507,13538,12606,11393,9719,7063,4426,2561,1264,8781,9319,9439,9421,12267,17584,21161,22353,22343,20410,18350,18001,17405,15655,14161,10721,7750,5163,3275
524,2020,Kağıthane,1810,14290,14942,14378,15295,19046,22052,20878,20496,19004,17889,14276,12276,7775,4772,2795,1621,937,587,138,13963,14165,14007,14301,18720,20470,19727,19387,19022,17683,13427,11559,7492,5300,3838,2705,1787,939,476
525,2020,Kartal,1449,14911,15707,15634,15734,16357,18756,20063,21029,20727,18554,15084,13602,10427,7391,4969,3015,1567,818,273,14301,15035,14769,14576,16048,18672,20392,21797,21302,19270,15166,14213,10804,8471,6310,3926,2637,1397,810
526,2020,Küçükçekmece,1823,29651,30607,29810,29531,30693,33481,34418,35587,34310,30509,23046,19665,13378,9192,5962,3277,1723,818,226,27907,29146,28013,27752,30734,33103,34133,35818,34506,29983,21613,19450,13393,10699,7718,4638,2930,1536,677
527,2020,Maltepe,2012,14708,15368,14584,15261,21468,22298,23624,23802,22450,19806,15996,14513,11286,8586,6054,3655,1961,1113,336,14050,14541,13606,13810,16784,20423,22771,23212,23005,20687,16722,15748,12635,10525,7780,5202,3447,2081,1123
528,2020,Pendik,1835,28225,29347,28903,26533,27288,30062,32320,34660,32636,27733,20311,18017,12281,8243,5154,2993,1498,705,198,26665,28055,26725,24989,26155,30593,32536,33946,31060,25903,18928,17422,12019,9333,6450,4005,2589,1302,699
529,2020,Sancaktepe,2054,22141,21620,19476,17561,17492,20071,22378,22425,19756,15948,10557,9576,5523,3414,1869,1086,523,263,65,20761,20170,18331,16493,19110,21293,21934,20904,18180,14695,9521,8761,5261,3833,2574,1570,932,508,286
530,2020,Sarıyer,1604,8915,9934,10370,10620,13388,12521,12954,14420,15036,13796,11748,9913,7512,5506,4066,2457,1295,701,253,8287,9657,9949,9923,11737,12228,13447,15424,16269,14694,11693,10440,7987,6473,4827,3132,1991,1107,628
531,2020,Şile,1659,957,981,955,1034,1505,1482,1318,1326,1374,1270,1335,1478,1403,1149,901,606,391,189,55,921,896,893,928,1084,1188,1141,1166,1254,1252,1218,1363,1285,1231,945,651,430,242,107
532,2020,Silivri,1622,6206,6507,6095,6101,9413,11794,11767,11192,10261,8472,6381,5897,4582,3404,2386,1381,878,338,99,5906,6282,5793,5331,5943,6621,7012,7226,6876,6192,5107,5087,4196,3466,2530,1623,1027,580,263
533,2020,Şişli,1663,6084,6492,6687,6968,9864,12770,12755,12418,11537,10206,8695,7475,6087,4462,3120,1932,1260,771,348,5633,6101,6389,6405,9026,12261,12647,12652,12266,11185,9104,8216,6653,5525,4478,3200,2420,1611,1090
534,2020,Sultanbeyli,2014,16953,17293,16645,15479,15030,15889,15326,15234,12984,10972,7356,7277,4269,2579,1395,776,408,189,67,16223,16217,15472,14321,14936,15579,14736,13859,11843,9700,6602,6691,3964,2788,1788,1201,689,340,248
535,2020,Sultangazi,2055,24128,25088,24086,23447,22467,22911,23696,24131,22787,19502,13680,11408,6824,4644,2821,1420,603,325,76,22741,23757,22922,21922,22807,22664,22763,22841,21293,17796,11402,10513,7000,5301,3665,1932,1201,601,323
536,2020,Tuzla,2015,11120,11203,10638,9834,11938,11366,12966,13431,12547,10167,7511,6242,4229,2789,1779,924,499,219,79,10546,10766,9898,8804,9654,11745,12990,13193,11881,9702,6777,5998,4068,3139,2188,1291,794,439,254
537,2020,Ümraniye,1852,26169,27802,26605,25285,25916,29449,31565,33856,32443,28418,21208,18072,12642,8430,5205,2799,1328,684,199,24844,26133,25137,23670,26263,29721,32112,33917,32334,27475,19663,17979,12650,9338,6299,3907,2293,1287,706
538,2020,Üsküdar,1708,13682,15311,16179,16576,20438,21922,20387,20725,20824,19763,16666,15470,12163,9198,6468,3902,2319,1265,422,12987,14406,15076,15649,19760,21201,20804,22416,23386,21902,17739,16413,13324,10762,8162,5558,3843,2359,1344
539,2020,Zeytinburnu,1739,10060,10389,10237,10820,12911,13606,12127,11690,11295,10581,8409,7527,5364,3719,2194,1137,668,345,111,9259,9998,9983,10440,14481,12053,10862,11186,10946,9996,7932,7209,5316,4173,2758,1652,1153,687,383
540,2021,Adalar,1103,280,322,292,523,628,535,541,586,636,617,580,621,584,596,448,326,185,87,32,283,306,273,277,371,428,528,534,597,567,622,621,675,598,494,358,207,140,74
