_id,Yil,Ilce,ilce_kodu,Erkek ve 0-4,Erkek ve 5-9,Erkek ve 10-14,Erkek ve 15-19,Erkek ve 20-24,Erkek ve 25-29,Erkek ve 30-34,Erkek ve 35-39,Erkek ve 40-44,Erkek ve 45-49,Erkek ve 50-54,Erkek ve 55-59,Erkek ve 60-64,Erkek ve 65-69,Erkek ve 70-74,Erkek ve 75-79,Erkek ve 80-84,Erkek ve 85-89,Erkek ve 90+,Kadin ve 0-4,Kadin ve 5-9,Kadin ve 10-14,Kadin ve 15-19,Kadin ve 20-24,Kadin ve 25-29,Kadin ve 30-34,Kadin ve 35-39,Kadin ve 40-44,Kadin ve 45-49,Kadin ve 50-54,Kadin ve 55-59,Kadin ve 60-64,Kadin ve 65-69,Kadin ve 70-74,Kadin ve 75-79,Kadin ve 80-84,Kadin ve 85-89,Kadin ve 90+
212,2012,Kağıthane,1810,16260,16114,16965,17614,16447,21866,22721,19812,17631,15428,11519,8141,5018,3052,2143,1601,918,280,32,15463,15289,16326,16085,17541,20088,21682,19187,16426,14288,10409,7855,5493,3771,3163,2204,1628,697,199
213,2012,Kartal,1449,16111,15823,16589,16329,16427,20037,23103,20337,17646,15673,13105,10583,7571,4895,3293,2075,1230,456,100,15157,14863,15494,15348,16164,20522,23051,20460,17633,15817,12939,10677,7997,5271,4047,2815,2204,1083,368
214,2012,Küçükçekmece,1823,30506,29716,30352,29838,26943,35179,38743,33232,28250,23822,18546,14014,9646,6038,3706,2491,1304,462,103,29102,28110,28475,27949,30155,35214,37829,32351,26417,22520,17434,14094,10512,6744,4865,3512,2399,1015,323
215,2012,Maltepe,2012,15244,13975,14957,16055,18829,21778,24303,20977,18023,16155,13911,11630,8577,5974,3866,2678,1556,627,149,14555,13339,14212,14608,16756,21328,23754,21195,18376,16322,14391,12548,9535,6914,5123,3764,2920,1552,499
216,2012,Pendik,1835,28390,27085,26981,24945,22405,30817,35284,29745,24101,20483,15797,12190,7857,4781,3248,1995,1166,411,76,26925,25185,25318,23145,24773,31237,33318,27314,21925,18996,14569,11786,8084,5434,4059,2665,2061,943,303
217,2012,Sancaktepe,2054,14718,13621,13214,12085,10376,14456,15907,13150,9997,8556,6171,4319,2473,1506,948,602,323,103,31,13833,12600,12575,11224,12212,14246,14726,11594,8662,7652,5360,4125,2744,1745,1264,840,692,265,83
218,2012,Sarıyer,1604,8828,8886,9571,11885,14118,12678,13484,12548,11539,10429,8699,7109,5372,3659,2385,1652,945,371,91,8412,8562,9013,11199,13098,12387,14078,13047,11991,10633,8849,7447,5600,3917,2876,2080,1430,798,293
219,2012,Şile,1659,815,783,909,1212,1556,1080,1096,975,964,986,1001,1005,859,770,639,453,264,132,23,790,737,884,1073,1158,933,1009,938,929,929,948,1023,897,755,655,470,336,190,42
220,2012,Silivri,1622,5298,5040,5388,5759,6948,8543,9137,7447,6362,5676,4758,3713,2780,1855,1361,958,540,201,45,5074,4858,5064,4883,5287,6093,6421,5662,4959,4523,3889,3396,2580,1922,1359,1153,800,336,115
221,2012,Şişli,1663,9051,9284,9520,10282,12792,16569,17106,14753,12728,10739,9198,7476,5666,3762,2671,2079,1376,758,244,8561,8714,8782,9636,12691,16232,17424,14999,12750,11126,9444,8204,6484,4858,3933,3184,2688,1765,688
222,2012,Sultanbeyli,2014,17481,16265,16411,15360,12162,15648,15733,12157,9468,8441,6304,4288,2324,1376,864,548,339,130,15,16396,15171,15506,14257,14412,14421,14056,10455,8313,7647,5387,3926,2460,1643,1266,731,658,277,92
223,2012,Sultangazi,2055,25489,25177,24657,22786,18570,24724,27496,22338,17737,14365,10222,7700,4966,2782,1555,931,459,161,43,24087,23748,23167,20792,20955,23945,25138,20106,15120,12580,9419,7687,5290,3087,2110,1307,944,436,136
224,2012,Tuzla,2015,8711,8444,8535,8255,10183,9667,10353,9164,7840,6476,5037,3610,2404,1455,921,533,354,138,15,8231,7885,7967,7526,7964,9325,10127,8607,7133,6020,4358,3485,2409,1573,1145,776,625,312,94
225,2012,Ümraniye,1852,28528,26622,26309,25337,22999,31296,36717,32061,25832,21875,16995,12762,8187,4855,2887,1793,983,340,61,27209,24882,24707,23518,25265,32267,35893,29739,23983,20223,15840,12397,8179,5318,3774,2483,1943,857,322
226,2012,Üsküdar,1708,16820,17058,18564,19784,23942,24417,25524,22610,20673,18385,16243,13471,10108,6671,4629,3144,1942,810,173,16193,16157,17358,18946,20669,24200,26454,24335,21525,19384,16512,14192,10785,7601,6057,4556,3490,1941,593
227,2012,Zeytinburnu,1739,11866,11417,12097,12683,11916,14569,14780,12565,11147,9612,8115,6381,4254,2374,1610,1040,640,254,60,11507,11056,11561,11857,12712,13959,14160,11757,10552,9334,7609,6315,4272,2744,2022,1607,1212,590,201
228,2013,Adalar,1103,318,289,478,907,1045,587,611,596,549,545,591,639,515,418,319,193,149,44,15,319,324,296,348,414,498,568,496,556,548,582,657,463,439,329,219,169,87,46
229,2013,Arnavutköy,2048,11706,11694,10858,10055,9153,10646,11188,9060,7088,5787,4822,3611,2292,1416,821,562,378,124,33,10878,10778,10438,9239,9266,10107,10095,7675,6295,5225,4352,3349,2320,1516,1140,735,543,220,66
230,2013,Ataşehir,2049,15209,14938,14512,15433,14681,18317,21040,18977,16668,14253,11624,9357,6466,4227,2686,1610,1037,396,101,14270,14235,13661,15214,16927,19149,21350,19129,16920,13622,11219,9135,6687,4665,3165,2131,1724,914,325
231,2013,Avcılar,2003,16866,15582,15412,15696,16084,20755,21882,18670,15792,12882,11207,8876,6219,4025,2293,1431,875,287,70,15818,14724,14294,14954,17170,20221,21035,17457,15167,12945,11333,9182,6559,4418,2824,2029,1342,650,214
232,2013,Bağcılar,2004,35742,35443,35218,34703,29956,37545,39873,33789,28875,23244,17810,12574,8068,4924,2830,1500,1028,302,71,33640,33627,33228,32431,32402,36380,37311,31120,26377,20768,16253,12334,8689,5623,3570,2208,1746,783,265
233,2013,Bahçelievler,2005,23609,22297,22452,23845,24239,30592,31686,27122,23546,19844,16910,13362,9444,6006,3751,2261,1543,474,98,22000,21502,21356,22443,24439,29428,30657,26083,23067,19559,17033,13556,9867,6800,4753,3351,2446,1144,366
234,2013,Bakırköy,1166,4975,5608,5420,7052,8061,7958,9112,8599,8067,7583,7583,6901,5682,4363,2893,2153,1563,750,203,4728,5317,5205,6121,7249,9212,10547,9980,9488,8987,8603,7859,6276,5150,3854,3226,2603,1511,532
235,2013,Başakşehir,2050,16791,17521,16599,14527,11345,13364,16231,16076,14195,11105,7773,5070,3106,1744,1009,682,363,134,24,16049,16598,15522,13780,12625,15430,17849,15871,12609,9145,6708,4601,3179,2077,1332,912,661,337,103
236,2013,Bayrampaşa,1886,9328,9784,10302,10696,10241,12279,13187,12046,11100,9813,8259,6818,4725,2844,1889,1368,810,276,76,8952,9287,9650,10073,10407,11832,12709,11846,10767,9390,7875,6498,4599,3350,2573,1872,1397,595,164
237,2013,Beşiktaş,1183,4016,3976,3841,4649,7899,8048,8678,7666,7023,6078,5652,4997,4155,3414,2528,1879,1441,791,258,3751,3670,3582,4529,6896,9084,10044,9017,8153,7291,6660,6100,5054,4468,3673,2887,2515,1562,645
238,2013,Beykoz,1185,8283,8876,9139,9562,10731,10579,11453,10526,10004,9054,8101,6559,4475,2759,1986,1245,883,304,91,7894,8299,8494,9333,9611,10534,11473,10907,10015,8836,7880,6193,4345,3123,2395,1775,1441,673,225
239,2013,Beylikdüzü,2051,9794,9804,9255,8867,7878,9686,11955,12020,10317,8401,6986,5438,4024,2647,1458,901,465,179,45,9289,9357,8739,8449,8297,11321,13697,12483,10429,8362,6948,5715,4174,2808,1765,1266,918,458,165
240,2013,Beyoğlu,1186,8571,8353,8889,9876,10645,12587,12963,11044,10096,8962,7672,5981,3930,2547,1688,1103,782,294,79,8125,7901,8387,9097,9625,11001,11726,10214,9565,8146,7012,5388,3868,2813,2350,1656,1370,667,246
241,2013,Büyükçekmece,1782,8024,8422,8257,8380,7462,8574,10073,9551,8427,7128,6341,5047,3693,2547,1706,983,629,210,46,7607,7924,7624,7553,7691,9315,10371,9658,8373,7013,6135,4975,3881,2777,1901,1231,946,401,124
242,2013,Çatalca,1237,2031,2241,2297,2532,2406,2566,2742,2556,2510,2369,2331,2085,1653,1184,762,575,358,177,41,1917,2057,2234,2315,2227,2471,2658,2440,2364,2412,2247,1937,1504,1181,906,700,519,246,60
243,2013,Çekmeköy,2052,9881,9267,8630,8202,8311,9440,11463,10191,8518,6779,5185,3694,2385,1441,871,474,324,97,18,9195,8940,8087,7787,8012,10153,11467,9715,7914,5998,4747,3616,2450,1558,1086,670,552,282,76
244,2013,Esenler,2016,21194,21031,21717,22036,20819,23465,24152,20339,18137,14850,11134,7796,4821,2766,1780,985,687,182,40,19689,20205,20516,20664,19804,21169,21801,18835,16445,12984,10135,7437,5176,3319,2267,1507,1098,465,174
245,2013,Esenyurt,2053,34393,30823,27607,26213,25167,35024,38921,29332,22011,16626,12972,9218,5605,3396,1752,1004,666,209,41,32569,28923,25349,23557,28114,34840,34130,24862,19870,14978,12066,8898,5882,3769,2404,1558,1291,523,170
246,2013,Eyüp,1325,13631,13911,13957,14264,13420,16335,18599,17053,15421,12840,10506,8235,5686,3620,2198,1357,958,293,82,13112,12846,12823,13105,13282,16559,18403,16675,14783,11990,10128,8049,5754,4056,2838,2083,1715,718,246
247,2013,Fatih,1327,13047,13258,13783,16190,18871,20679,19985,17292,15770,14118,12890,11245,8685,5998,4252,2952,2116,770,213,12393,12653,12905,15747,18996,17946,18185,16588,15620,14288,13122,11441,9273,7396,5936,4768,3877,1979,648
248,2013,Gaziosmanpaşa,1336,21067,20861,20916,21088,18485,23121,25566,22141,19157,16246,13576,10570,7086,4226,2641,1608,1047,346,60,19688,19855,19720,19798,19989,23004,24131,20758,18168,15397,13067,10355,7318,4973,3381,2555,1849,921,271
249,2013,Güngören,2010,11658,10987,11388,12537,12614,14975,15377,13002,11768,10251,9153,7180,4971,3282,2064,1275,879,286,55,11038,10572,10605,11851,13149,14303,14600,12820,11621,10281,8992,7168,5397,3778,2719,1933,1465,659,201
250,2013,Kadıköy,1421,10366,10697,10395,12256,14895,18753,21591,19991,17912,15953,15597,15279,13424,11435,8378,6147,4666,2446,828,9808,10244,9776,12444,16069,20601,24028,22961,20881,19740,19967,19497,17041,15306,11729,9696,8106,5354,2036
251,2013,Kağıthane,1810,16178,16318,16495,17925,17664,21984,22833,20119,18402,15859,12071,8429,5204,3109,2101,1453,1123,264,46,15413,15576,15886,16464,17859,20439,21627,19486,17520,14451,10983,8010,5539,3930,3116,2203,1690,766,220
252,2013,Kartal,1449,16070,16045,16180,16297,15487,19895,22853,20593,18487,15901,13513,10941,7751,5203,3385,1991,1429,495,122,15169,14855,15137,15358,16033,20572,22786,20656,18602,15972,13573,10944,8178,5731,4148,2872,2299,1178,409
253,2013,Küçükçekmece,1823,30926,30453,30233,30417,28072,35546,38899,34238,30286,24531,19653,14455,10038,6338,3844,2400,1546,478,114,29443,28624,28516,28257,30413,35704,38279,33280,28602,22944,18643,14213,10835,7299,4977,3558,2572,1105,359
254,2013,Maltepe,2012,15576,14509,14630,16066,18768,22252,24619,21712,19041,16305,14391,11881,8880,6215,4008,2571,1854,675,167,14891,13646,13903,14857,16796,21664,23983,21760,19419,16524,14950,12939,9853,7318,5341,3769,3069,1704,553
255,2013,Pendik,1835,28832,28260,26949,25890,23780,31094,35790,30933,26068,20964,16853,12642,8326,5094,3381,1867,1369,421,94,27264,26311,25341,23841,24972,31555,34347,28423,23815,19233,15779,12150,8410,5899,4130,2769,2178,1030,321
256,2013,Sancaktepe,2054,15817,15029,13829,13013,12403,15600,17123,14383,11723,9041,6987,4705,2733,1625,1015,606,389,120,39,14867,13834,13252,12152,13024,15487,15946,12748,10153,8007,6192,4314,2958,1931,1322,871,747,314,107
257,2013,Sarıyer,1604,10510,10744,11230,13670,14796,14278,15576,15115,13827,12392,10057,8075,6069,4285,2618,1639,1177,395,121,10045,10357,10491,12899,14959,14377,16252,15589,14247,12157,10204,8361,6271,4557,3194,2197,1608,930,329
258,2013,Şile,1659,816,803,903,1244,1638,1126,1105,1026,1028,1070,1073,1094,936,846,676,437,305,134,28,798,778,842,1166,1216,986,1019,968,1017,951,1030,1060,999,819,686,482,361,200,52
259,2013,Silivri,1622,5452,5215,5356,5964,7485,8842,9333,7858,6624,5801,4940,3964,2952,2066,1424,985,586,201,57,5259,5029,5023,5023,5378,6176,6542,5847,5304,4661,4166,3579,2758,2152,1466,1098,852,376,129
260,2013,Şişli,1663,7076,7261,7444,8641,11298,14590,14508,12397,10920,9445,8161,6893,5078,3550,2476,1887,1406,788,264,6540,6960,6842,8120,10845,14041,14669,12788,11332,9828,8597,7458,5907,4659,3649,2970,2635,1770,727
261,2013,Sultanbeyli,2014,17445,16821,16150,15754,13244,15772,15876,12400,10482,8274,6791,4503,2479,1411,877,506,405,114,22,16247,15680,15330,14602,14497,14764,14178,10699,9282,7484,5899,4085,2489,1696,1268,750,654,316,101
262,2013,Sultangazi,2055,25928,25692,24783,23519,19562,25113,27315,23029,19103,14687,11038,7810,5186,2932,1639,922,549,162,45,24373,24361,23367,21441,21285,24291,25143,20757,16704,12701,10068,7779,5423,3390,2128,1353,991,479,142
263,2013,Tuzla,2015,8965,8975,8646,9564,10456,9992,10742,9775,8447,6816,5410,3866,2529,1607,963,547,401,138,28,8468,8410,8047,8079,8622,9668,10605,9132,7864,6274,4740,3664,2505,1761,1204,778,664,347,108
264,2013,Ümraniye,1852,28797,27482,26162,25729,23460,31060,37000,32921,27701,22455,17865,13074,8642,5184,2985,1712,1213,364,67,27426,25604,24732,23954,25113,32451,36304,30783,26001,20494,16714,12798,8438,5745,3904,2495,2009,936,351
265,2013,Üsküdar,1708,16577,17103,17845,20625,21858,24164,25109,22596,21045,18361,16424,13551,10143,7078,4622,3038,2167,837,222,15731,16173,16746,18782,20886,23776,26101,24327,22273,19318,16920,14271,10949,8043,6002,4524,3730,2021,698
266,2013,Zeytinburnu,1739,11753,11429,11698,12580,12348,14335,14485,12634,11527,9648,8255,6463,4371,2574,1574,994,707,274,70,11392,11010,11102,11933,12528,13707,13743,11868,10831,9241,7905,6246,4489,2922,2026,1529,1242,662,218
267,2014,Adalar,1103,323,262,468,910,979,670,577,570,548,532,574,619,526,437,327,208,151,49,19,323,287,301,313,378,507,535,500,537,542,593,635,487,459,341,241,187,84,53
268,2014,Arnavutköy,2048,12342,12223,11032,10501,9200,11198,11592,9521,7856,5877,5287,3836,2461,1568,927,562,424,138,29,11472,11209,10698,9585,9564,10479,10508,8119,6922,5211,4771,3527,2454,1696,1200,777,563,259,82
269,2014,Ataşehir,2049,15299,14914,14315,15264,14728,17938,20616,19280,17427,14316,12309,9460,6668,4485,2684,1599,1134,409,112,14479,14185,13596,14755,16435,19000,21103,19457,17790,13779,11838,9296,6747,4989,3264,2217,1766,937,396
270,2014,Avcılar,2003,17447,16020,15521,16262,16315,20450,21818,19534,16682,13184,11807,9243,6465,4285,2373,1423,925,313,69,16341,15177,14395,15333,17610,20189,21309,18098,16031,12937,12112,9300,6804,4747,2974,2069,1383,687,220
271,2014,Bağcılar,2004,35734,35083,34374,34885,30037,36552,39082,33917,30363,23118,19213,13093,8176,5211,2843,1500,1076,318,90,33530,33431,32654,32441,32208,35609,36733,31074,28449,20226,17654,12257,8815,6047,3710,2333,1660,818,309
272,2014,Bahçelievler,2005,23624,22071,21819,23389,23936,29564,30718,27189,24279,19683,17193,13759,9477,6143,3821,2180,1555,515,116,22003,21220,20565,22167,24046,28761,29866,26047,23734,19198,17530,13524,9875,7288,4757,3383,2397,1197,438
273,2014,Bakırköy,1166,5116,5733,5793,6474,7913,7693,8966,8951,8284,7630,7528,7053,5633,4476,2927,2002,1546,730,223,4924,5454,5468,5865,7037,9095,10548,10241,9680,8959,8722,7783,6391,5096,3784,3196,2523,1582,575
274,2014,Başakşehir,2050,17032,17730,16875,15146,11745,13224,15965,16230,15159,11466,8620,5539,3256,1972,1082,643,401,144,44,16443,16820,15944,14091,12745,15262,17702,16493,13734,9546,7346,4862,3300,2283,1436,966,689,351,136
275,2014,Bayrampaşa,1886,9382,9635,10190,10658,10076,11981,12925,12205,11301,9763,8576,6916,4897,2978,1897,1321,838,313,83,8983,9216,9417,10010,10240,11603,12601,11998,10871,9395,8248,6432,4814,3478,2534,1844,1374,630,186
276,2014,Beşiktaş,1183,4092,4072,3995,4664,8489,8287,8765,7918,7047,6158,5643,4981,4056,3361,2469,1789,1368,765,288,3798,3828,3690,4605,7252,9023,9981,9364,8448,7321,6772,6134,4985,4347,3521,2830,2460,1537,690
277,2014,Beykoz,1185,8266,8747,8809,9461,10252,10313,11094,10540,10349,8946,8309,6841,4612,2931,1966,1223,916,315,87,7902,8127,8365,9275,9769,10323,11260,10917,10283,8778,8236,6444,4492,3247,2403,1839,1444,729,261
278,2014,Beylikdüzü,2051,10363,10647,9891,9338,8341,10085,12470,12790,11503,8862,7751,5973,4341,2959,1603,979,564,196,58,10049,9822,9362,9028,8986,11877,14112,13542,11453,8961,7670,6183,4518,3229,1908,1377,983,499,200
279,2014,Beyoğlu,1186,8347,8112,8496,9537,10352,12178,12682,10955,10134,8891,7740,6119,3949,2595,1614,1014,767,284,97,8121,7638,7976,9158,9453,10647,11374,10257,9601,8012,7181,5436,3895,2871,2149,1632,1336,670,250
280,2014,Büyükçekmece,1782,8546,8832,8544,8925,7752,8800,10232,10043,9134,7498,6774,5370,3963,2849,1792,1063,713,243,61,8069,8350,7899,8464,8089,9695,10646,10227,9230,7284,6719,5284,4185,3076,2010,1341,1015,444,163
281,2014,Çatalca,1237,2115,2212,2333,2521,3299,2879,2718,2640,2528,2363,2375,2188,1703,1284,780,588,373,181,50,1919,2065,2233,2213,2241,2440,2676,2485,2364,2397,2315,2038,1577,1263,891,744,507,276,69
282,2014,Çekmeköy,2052,10384,9924,8993,8579,8677,10001,11997,10818,9440,7058,5785,4057,2496,1605,968,481,351,98,18,9704,9487,8390,8202,8439,10678,11907,10579,8797,6371,5343,3766,2619,1817,1139,726,566,290,106
283,2014,Esenler,2016,20822,20727,20876,21830,21189,22908,23257,20120,18665,14660,11912,8059,4921,2958,1793,962,691,187,45,19511,19646,19706,20458,19842,20639,21242,18590,17252,12665,10854,7465,5240,3566,2267,1577,1094,477,184
284,2014,Esenyurt,2053,38108,33848,29429,28589,27597,37519,41808,32690,25713,17858,14916,10309,6279,3902,1944,1121,736,219,70,35643,32186,27084,25880,30308,37847,37380,27792,23115,15935,13923,9785,6591,4368,2638,1716,1316,595,211
285,2014,Eyüp,1325,13887,14072,13723,14284,13796,16255,18414,17370,16008,13044,11065,8601,5880,3816,2278,1320,954,321,94,13237,13069,12708,13287,13553,16473,18471,16956,15707,12283,10807,8138,5954,4323,2840,2097,1661,814,264
286,2014,Fatih,1327,12921,12855,13170,15728,18651,19791,19325,17128,15766,13872,12912,11244,8573,6259,4120,2786,2155,755,231,12258,12155,12355,15614,19175,17678,17438,16558,15682,13958,13136,11340,9139,7540,5732,4768,3730,2033,735
287,2014,Gaziosmanpaşa,1336,21361,20768,20310,21125,18530,22670,25031,22485,19990,16196,14221,10882,7404,4488,2706,1522,1104,361,80,20043,19695,19381,19705,20143,22640,23648,21049,19099,15123,13812,10541,7590,5260,3465,2522,1892,968,310
288,2014,Güngören,2010,11685,10764,11000,12283,12411,14290,14803,13001,11949,10016,9369,7337,4929,3437,2080,1219,931,284,56,11007,10484,10204,11428,12900,13873,14182,12708,11852,10017,9281,7118,5468,3933,2743,1964,1432,705,228
289,2014,Kadıköy,1421,9927,10416,9905,11240,13841,17258,20156,19555,17480,15600,14911,14586,12916,10885,7887,5691,4318,2291,852,9329,9944,9331,11581,15075,19080,22328,22506,20704,18927,19181,18623,16197,14483,11314,9067,7790,5158,2238
290,2014,Kağıthane,1810,16528,16123,15962,17816,17877,21877,22820,20350,18999,15914,13009,8837,5288,3190,2064,1320,1147,269,59,15573,15432,15421,16474,17898,20628,21308,19573,18275,14469,11866,8173,5562,4110,3134,2177,1674,783,251
291,2014,Kartal,1449,16125,15924,15972,16261,15790,19575,22457,20937,19054,16051,14088,11316,7758,5433,3453,1935,1442,560,132,15482,14971,14716,15105,16049,20341,22618,20841,19606,15752,14227,11099,8208,6142,4184,2967,2258,1224,445
292,2014,Küçükçekmece,1823,31252,30253,29852,30760,28284,34844,38661,34445,31725,24732,20787,15164,10310,6699,4043,2362,1630,480,147,29779,28679,27992,28362,30777,35304,37841,33778,30253,23070,19792,14613,10855,7922,5158,3631,2613,1153,396
293,2014,Maltepe,2012,15863,14794,14488,16259,18572,21690,24548,22276,20000,16540,14796,12225,8967,6397,4007,2432,1916,681,178,15288,13957,13824,14799,16766,21587,23909,22351,20330,16721,15517,12935,10010,7640,5326,3797,3044,1727,649
294,2014,Pendik,1835,29495,29181,27100,26277,23902,30884,35926,32114,27689,21299,18173,13244,8680,5458,3498,1908,1407,449,116,28092,27113,25455,24253,25373,31770,34806,29575,25574,19354,16983,12535,8804,6307,4267,2905,2145,1092,366
295,2014,Sancaktepe,2054,17143,16219,14561,14043,13234,16965,18400,15379,13374,9415,8015,5264,2995,1809,1095,613,445,139,43,16141,15056,13830,12949,14130,16561,17173,13854,11769,8279,7153,4658,3219,2233,1464,945,743,348,132
296,2014,Sarıyer,1604,10344,10751,10933,13670,15241,14182,15265,15224,14268,12465,10518,8289,6105,4286,2705,1603,1231,425,121,9998,10413,10139,12636,14881,14182,15923,15813,14918,12349,10708,8577,6329,4755,3268,2212,1663,935,356
297,2014,Şile,1659,835,849,871,1199,1834,1146,1127,1079,1032,1084,1117,1151,1013,879,713,475,334,124,33,767,820,800,1201,1279,1046,998,1012,1032,970,1089,1115,1021,895,721,520,370,209,63
298,2014,Silivri,1622,5728,5433,5315,6009,7197,8808,9392,8198,7161,5965,5277,4172,3109,2259,1515,1082,634,229,71,5517,5248,5065,5169,5462,6317,6661,5971,5665,4753,4462,3809,2942,2372,1613,1119,914,402,150
299,2014,Şişli,1663,7025,7117,7309,8415,11058,13945,14361,12435,11064,9326,8292,7155,5071,3654,2382,1718,1405,717,288,6524,6825,6630,7860,10595,13928,14427,13023,11617,9792,8914,7381,5811,4775,3568,2883,2551,1769,770
300,2014,Sultanbeyli,2014,17531,17219,15878,15855,13638,15764,15995,12578,11360,8119,7380,4864,2625,1521,903,524,406,125,36,16480,15864,15162,14787,14511,14989,14276,11057,9943,7253,6554,4217,2611,1845,1277,793,623,321,138
301,2014,Sultangazi,2055,26457,25709,24438,24027,19820,24940,27048,23311,20332,14923,11981,8123,5293,3156,1741,884,630,171,60,24725,24387,23125,21904,21414,24070,25055,21256,18100,12561,10877,7906,5491,3770,2245,1450,966,492,184
302,2014,Tuzla,2015,9464,9526,8867,10077,11241,10504,11317,10472,9268,7134,5857,4260,2706,1721,1041,553,391,153,37,8981,8937,8194,8563,9066,10066,11186,9907,8658,6426,5313,3868,2668,1981,1251,814,647,375,130
303,2014,Ümraniye,1852,29447,27897,26307,25716,23620,30653,36654,33612,29394,22789,19129,13801,8914,5591,3084,1706,1296,382,97,27732,26299,24537,24429,25876,32190,36358,31868,27876,20594,18082,13183,8801,6183,4068,2640,1972,958,396
304,2014,Üsküdar,1708,16527,16995,17531,20352,22019,23991,24643,22742,21496,18342,16813,13874,10100,7211,4630,2922,2174,837,254,15521,15956,16602,18617,20952,23732,25433,24393,22949,19190,17607,14435,10978,8257,5950,4471,3667,2036,771
305,2014,Zeytinburnu,1739,11620,11083,11064,12429,11887,13807,13855,12355,11573,9411,8553,6494,4467,2693,1575,988,718,275,81,11279,10690,10633,11836,12225,12961,13240,11682,11002,8902,8190,6229,4553,3126,2062,1533,1238,659,255
306,2015,Adalar,1103,318,264,408,975,805,716,571,550,531,534,550,594,526,426,339,229,139,57,17,322,265,287,305,354,465,492,495,518,521,551,586,520,450,367,251,181,90,54
307,2015,Arnavutköy,2048,12949,12589,11483,10892,9352,11498,11892,10563,8404,5904,5765,4006,2787,1783,1009,621,417,118,41,12227,11581,10925,10015,9699,10842,10836,8933,7337,5089,5278,3681,2741,1894,1242,893,532,305,99
308,2015,Ataşehir,2049,15242,15140,14176,15348,15340,17960,20157,19955,17738,14258,13197,9791,7346,5130,3073,1814,1163,427,135,14504,14290,13420,15253,16957,18813,20869,20198,18285,13973,12973,9645,7632,5649,3630,2512,1816,1070,489
309,2015,Avcılar,2003,17787,16219,15376,16154,16587,20244,21576,20605,16910,13106,12467,9410,7102,4640,2705,1518,943,336,80,16857,15370,14176,15324,17419,20126,21106,19202,16090,12794,12832,9567,7574,5218,3197,2225,1372,756,258
310,2015,Bağcılar,2004,35226,34734,33331,34734,30494,35632,37797,35268,30475,22572,20746,13469,9173,5747,3287,1704,1056,365,99,33266,32978,31675,32503,32127,34522,35636,32684,28641,19656,19101,12508,9750,6761,3954,2655,1581,919,336
311,2015,Bahçelievler,2005,23603,22028,21363,22852,24488,29448,29567,28021,24287,19232,17959,14082,10165,6766,4166,2430,1548,556,130,21872,21012,20143,22210,23813,28135,28872,26942,23886,18793,18309,13786,10878,7897,5015,3652,2329,1339,466
312,2015,Bakırköy,1166,5224,5911,5956,6194,7728,7619,8680,9298,8310,7475,7528,6889,5969,4657,3133,2157,1551,723,255,5081,5527,5512,5740,6845,8901,10362,10635,9680,8861,8703,7832,6799,5361,4079,3281,2528,1594,670
313,2015,Başakşehir,2050,17234,18014,17038,15653,12624,13328,15455,17031,15527,11704,9622,5924,3780,2253,1257,733,414,132,56,16437,17057,16301,14639,13083,14886,17677,17566,14436,9872,8055,5303,3766,2538,1597,1047,701,409,162
314,2015,Bayrampaşa,1886,9460,9590,10022,10717,10255,11874,12529,12605,11510,9649,8779,7107,5325,3278,1936,1409,855,339,92,9062,9217,9357,9873,10217,11519,12404,12169,11051,9188,8668,6508,5257,3718,2625,1987,1346,665,212
315,2015,Beşiktaş,1183,4154,3995,4012,4685,8292,8112,8523,8207,7114,6135,5689,5012,4140,3503,2577,1951,1400,798,341,3982,3836,3725,4420,6996,8790,9785,9809,8414,7446,6744,6204,5170,4528,3762,2976,2424,1609,773
316,2015,Beykoz,1185,8238,8609,8713,9433,10127,10245,10788,10740,10234,8832,8498,7031,5015,3241,2125,1364,885,351,94,8009,7938,8156,9217,9862,10089,11071,11100,10342,8674,8490,6659,5028,3564,2460,1964,1447,795,299
317,2015,Beylikdüzü,2051,11148,11331,10306,9904,8928,10826,12701,13803,12107,9346,8414,6424,4823,3361,1934,1082,604,221,78,10772,10532,9796,9378,9337,12603,14460,14799,12142,9439,8416,6591,5167,3704,2174,1547,1028,550,223
318,2015,Beyoğlu,1186,8383,7964,8113,9592,10736,11899,12374,11291,9991,8743,8095,6344,4320,2774,1716,1112,747,290,110,8051,7572,7668,8872,9599,10404,10872,10525,9463,7994,7494,5582,4262,3034,2233,1741,1301,725,264
319,2015,Büyükçekmece,1782,8948,9047,8791,8952,7993,8996,10134,10574,9559,7657,7150,5693,4405,3109,1958,1202,717,262,68,8418,8496,8051,8286,8165,9613,10744,10841,9535,7507,7258,5477,4635,3436,2204,1489,1012,496,186
320,2015,Çatalca,1237,2101,2160,2310,2430,2491,2595,2713,2671,2571,2361,2415,2207,1788,1387,859,616,377,172,47,1959,2009,2197,2201,2217,2467,2585,2586,2409,2285,2434,2076,1686,1370,946,765,518,278,70
321,2015,Çekmeköy,2052,10866,10333,9294,8967,9152,10179,12041,11663,9939,7270,6339,4335,2826,1891,1114,553,354,115,26,10223,9818,8554,8572,8699,10999,12187,11507,9294,6474,6003,3990,3042,2056,1274,834,570,343,122
